Level28X8
|2|2|2|2|2|2|2|2| 
|2|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|2|
|2|2|2|2|2|2|2|2| 

Level310x10
|2|2|2|2|2|2|2|2|2|2|
|2|0|0|0|0|0|0|0|0|2|
|2|0|0|1|0|0|0|0|0|2|
|2|0|0|1|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|2|
|2|2|2|2|2|2|2|2|2|2|

|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|
 
